"","gname","country_txt","iyear","imonth","iday","country","region","region_txt","attacktype1","attacktype1_txt","targtype1","targtype1_txt","weaptype1","weaptype1_txt","nkill","nwound"
"11342","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,11,12,95,10,"Middle East & North Africa",3,"Bombing/Explosion",4,"Military",6,"Explosives/Bombs/Dynamite",3,10
"11343","Islamic State of Iraq and the Levant (ISIL)","Iraq",2013,9,25,95,10,"Middle East & North Africa",3,"Bombing/Explosion",1,"Business",6,"Explosives/Bombs/Dynamite",5,9
"11344","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,3,9,95,10,"Middle East & North Africa",1,"Assassination",3,"Police",5,"Firearms",1,0
"11345","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,12,8,95,10,"Middle East & North Africa",3,"Bombing/Explosion",14,"Private Citizens & Property",6,"Explosives/Bombs/Dynamite",1,8
"11346","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,1,1,95,10,"Middle East & North Africa",2,"Armed Assault",3,"Police",5,"Firearms",0,0
"11347","Islamic State of Iraq and the Levant (ISIL)","Iraq",2013,7,20,95,10,"Middle East & North Africa",3,"Bombing/Explosion",14,"Private Citizens & Property",6,"Explosives/Bombs/Dynamite",0,1
"11348","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,1,1,95,10,"Middle East & North Africa",2,"Armed Assault",2,"Government (General)",5,"Firearms",0,0
"11349","Islamic State of Iraq and the Levant (ISIL)","Iraq",2013,7,29,95,10,"Middle East & North Africa",3,"Bombing/Explosion",14,"Private Citizens & Property",6,"Explosives/Bombs/Dynamite",4.5,16.5
"11350","Islamic State of Iraq and the Levant (ISIL)","Syria",2014,2,27,200,10,"Middle East & North Africa",6,"Hostage Taking (Kidnapping)",15,"Religious Figures/Institutions",6,"Explosives/Bombs/Dynamite",NA,NA
"11351","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,7,14,95,10,"Middle East & North Africa",3,"Bombing/Explosion",14,"Private Citizens & Property",6,"Explosives/Bombs/Dynamite",0,0
"11352","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,9,9,95,10,"Middle East & North Africa",2,"Armed Assault",4,"Military",5,"Firearms",2,4
"11353","Islamic State of Iraq and the Levant (ISIL)","Syria",2014,10,13,200,10,"Middle East & North Africa",3,"Bombing/Explosion",17,"Terrorists/Non-State Militia",6,"Explosives/Bombs/Dynamite",1,2
"11354","Islamic State of Iraq and the Levant (ISIL)","Syria",2014,1,15,200,10,"Middle East & North Africa",3,"Bombing/Explosion",17,"Terrorists/Non-State Militia",6,"Explosives/Bombs/Dynamite",13,NA
"11355","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,7,27,95,10,"Middle East & North Africa",3,"Bombing/Explosion",4,"Military",6,"Explosives/Bombs/Dynamite",NA,NA
"11356","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,8,23,95,10,"Middle East & North Africa",3,"Bombing/Explosion",4,"Military",6,"Explosives/Bombs/Dynamite",6,20
"11357","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,3,22,95,10,"Middle East & North Africa",3,"Bombing/Explosion",21,"Utilities",6,"Explosives/Bombs/Dynamite",0,0
"11358","Islamic State of Iraq and the Levant (ISIL)","Iraq",2013,9,15,95,10,"Middle East & North Africa",3,"Bombing/Explosion",14,"Private Citizens & Property",6,"Explosives/Bombs/Dynamite",3,13
"11359","Islamic State of Iraq and the Levant (ISIL)","Iraq",2013,5,27,95,10,"Middle East & North Africa",3,"Bombing/Explosion",15,"Religious Figures/Institutions",6,"Explosives/Bombs/Dynamite",1,9
"11360","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,11,7,95,10,"Middle East & North Africa",3,"Bombing/Explosion",17,"Terrorists/Non-State Militia",6,"Explosives/Bombs/Dynamite",NA,NA
"11361","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,8,8,95,10,"Middle East & North Africa",3,"Bombing/Explosion",4,"Military",6,"Explosives/Bombs/Dynamite",NA,NA
"11362","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,5,3,95,10,"Middle East & North Africa",3,"Bombing/Explosion",14,"Private Citizens & Property",6,"Explosives/Bombs/Dynamite",0,2
"11363","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,1,10,95,10,"Middle East & North Africa",3,"Bombing/Explosion",4,"Military",6,"Explosives/Bombs/Dynamite",0,0
"11364","Islamic State of Iraq and the Levant (ISIL)","Iraq",2013,10,9,95,10,"Middle East & North Africa",3,"Bombing/Explosion",3,"Police",6,"Explosives/Bombs/Dynamite",0,0
"11365","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,10,29,95,10,"Middle East & North Africa",6,"Hostage Taking (Kidnapping)",14,"Private Citizens & Property",5,"Firearms",30,0
"11366","Islamic State of Iraq and the Levant (ISIL)","Iraq",2013,9,3,95,10,"Middle East & North Africa",3,"Bombing/Explosion",14,"Private Citizens & Property",6,"Explosives/Bombs/Dynamite",1,4
"11367","Islamic State of Iraq and the Levant (ISIL)","Iraq",2013,5,27,95,10,"Middle East & North Africa",3,"Bombing/Explosion",14,"Private Citizens & Property",6,"Explosives/Bombs/Dynamite",4,11
"11368","Islamic State of Iraq and the Levant (ISIL)","Iraq",2013,7,2,95,10,"Middle East & North Africa",3,"Bombing/Explosion",14,"Private Citizens & Property",6,"Explosives/Bombs/Dynamite",4.5,12
"11369","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,9,30,95,10,"Middle East & North Africa",3,"Bombing/Explosion",14,"Private Citizens & Property",6,"Explosives/Bombs/Dynamite",11,32
"11370","Islamic State of Iraq and the Levant (ISIL)","Iraq",2013,4,20,95,10,"Middle East & North Africa",3,"Bombing/Explosion",2,"Government (General)",6,"Explosives/Bombs/Dynamite",0,4
"11371","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,3,22,95,10,"Middle East & North Africa",3,"Bombing/Explosion",21,"Utilities",6,"Explosives/Bombs/Dynamite",0,0
"11372","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,11,4,95,10,"Middle East & North Africa",3,"Bombing/Explosion",2,"Government (General)",6,"Explosives/Bombs/Dynamite",0,0
"11373","Islamic State of Iraq and the Levant (ISIL)","Iraq",2013,9,30,95,10,"Middle East & North Africa",3,"Bombing/Explosion",14,"Private Citizens & Property",6,"Explosives/Bombs/Dynamite",1.66,10
"11374","Islamic State of Iraq and the Levant (ISIL)","Syria",2014,6,2,200,10,"Middle East & North Africa",3,"Bombing/Explosion",4,"Military",6,"Explosives/Bombs/Dynamite",10,20
"11375","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,5,29,95,10,"Middle East & North Africa",2,"Armed Assault",17,"Terrorists/Non-State Militia",5,"Firearms",2,0
"11376","Islamic State of Iraq and the Levant (ISIL)","Iraq",2013,12,16,95,10,"Middle East & North Africa",3,"Bombing/Explosion",3,"Police",6,"Explosives/Bombs/Dynamite",0,0
"11377","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,10,8,95,10,"Middle East & North Africa",3,"Bombing/Explosion",14,"Private Citizens & Property",6,"Explosives/Bombs/Dynamite",9,23
"11378","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,10,15,95,10,"Middle East & North Africa",9,"Unknown",14,"Private Citizens & Property",13,"Unknown",NA,NA
"11379","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,9,28,95,10,"Middle East & North Africa",9,"Unknown",14,"Private Citizens & Property",13,"Unknown",21,NA
"11380","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,3,22,95,10,"Middle East & North Africa",3,"Bombing/Explosion",21,"Utilities",6,"Explosives/Bombs/Dynamite",0,0
"11381","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,8,8,95,10,"Middle East & North Africa",7,"Facility/Infrastructure Attack",21,"Utilities",13,"Unknown",25,NA
"11382","Islamic State of Iraq and the Levant (ISIL)","Syria",2013,7,25,200,10,"Middle East & North Africa",3,"Bombing/Explosion",14,"Private Citizens & Property",6,"Explosives/Bombs/Dynamite",10,62
"11383","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,8,3,95,10,"Middle East & North Africa",9,"Unknown",4,"Military",13,"Unknown",NA,NA
"11384","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,7,31,95,10,"Middle East & North Africa",9,"Unknown",4,"Military",13,"Unknown",2,0
"11385","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,11,16,95,10,"Middle East & North Africa",7,"Facility/Infrastructure Attack",14,"Private Citizens & Property",8,"Incendiary",0,0
"11386","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,3,5,95,10,"Middle East & North Africa",3,"Bombing/Explosion",14,"Private Citizens & Property",6,"Explosives/Bombs/Dynamite",2,8
"11387","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,9,23,95,10,"Middle East & North Africa",3,"Bombing/Explosion",3,"Police",6,"Explosives/Bombs/Dynamite",0,0
"11388","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,7,13,95,10,"Middle East & North Africa",6,"Hostage Taking (Kidnapping)",14,"Private Citizens & Property",5,"Firearms",4,0
"11389","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,10,27,95,10,"Middle East & North Africa",6,"Hostage Taking (Kidnapping)",10,"Journalists & Media",13,"Unknown",NA,NA
"11390","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,1,18,95,10,"Middle East & North Africa",3,"Bombing/Explosion",14,"Private Citizens & Property",6,"Explosives/Bombs/Dynamite",0.5,7.5
"11391","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,10,20,95,10,"Middle East & North Africa",2,"Armed Assault",14,"Private Citizens & Property",5,"Firearms",32,5
"11392","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,5,15,95,10,"Middle East & North Africa",3,"Bombing/Explosion",14,"Private Citizens & Property",6,"Explosives/Bombs/Dynamite",8,17
"11393","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,1,12,95,10,"Middle East & North Africa",3,"Bombing/Explosion",3,"Police",6,"Explosives/Bombs/Dynamite",0,7
"11394","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,11,9,95,10,"Middle East & North Africa",6,"Hostage Taking (Kidnapping)",14,"Private Citizens & Property",13,"Unknown",3,0
"11395","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,10,24,95,10,"Middle East & North Africa",2,"Armed Assault",3,"Police",5,"Firearms",1,3.33
"11396","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,10,24,95,10,"Middle East & North Africa",9,"Unknown",14,"Private Citizens & Property",13,"Unknown",13,7
"11397","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,2,27,95,10,"Middle East & North Africa",3,"Bombing/Explosion",19,"Transportation",6,"Explosives/Bombs/Dynamite",4,11
"11398","Islamic State of Iraq and the Levant (ISIL)","Syria",2014,12,4,200,10,"Middle East & North Africa",3,"Bombing/Explosion",4,"Military",6,"Explosives/Bombs/Dynamite",27,NA
"11399","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,11,9,95,10,"Middle East & North Africa",6,"Hostage Taking (Kidnapping)",3,"Police",13,"Unknown",NA,NA
"11400","Islamic State of Iraq and the Levant (ISIL)","Syria",2014,10,5,200,10,"Middle East & North Africa",3,"Bombing/Explosion",14,"Private Citizens & Property",6,"Explosives/Bombs/Dynamite",0,0
"11401","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,3,18,95,10,"Middle East & North Africa",3,"Bombing/Explosion",14,"Private Citizens & Property",6,"Explosives/Bombs/Dynamite",1.5,6.5
"11402","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,9,13,95,10,"Middle East & North Africa",3,"Bombing/Explosion",1,"Business",6,"Explosives/Bombs/Dynamite",0,0
"11403","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,3,18,95,10,"Middle East & North Africa",3,"Bombing/Explosion",4,"Military",6,"Explosives/Bombs/Dynamite",0,3
"11404","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,3,25,95,10,"Middle East & North Africa",3,"Bombing/Explosion",14,"Private Citizens & Property",6,"Explosives/Bombs/Dynamite",10,10
"11405","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,9,4,95,10,"Middle East & North Africa",3,"Bombing/Explosion",1,"Business",6,"Explosives/Bombs/Dynamite",6,17
"11406","Islamic State of Iraq and the Levant (ISIL)","Turkey",2013,5,11,209,10,"Middle East & North Africa",3,"Bombing/Explosion",2,"Government (General)",6,"Explosives/Bombs/Dynamite",26.5,70
"11407","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,6,12,95,10,"Middle East & North Africa",9,"Unknown",3,"Police",13,"Unknown",NA,NA
"11408","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,2,18,95,10,"Middle East & North Africa",3,"Bombing/Explosion",14,"Private Citizens & Property",6,"Explosives/Bombs/Dynamite",1,5
"11409","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,2,1,95,10,"Middle East & North Africa",9,"Unknown",4,"Military",13,"Unknown",0.66,1
"11410","Islamic State of Iraq and the Levant (ISIL)","Iraq",2013,6,28,95,10,"Middle East & North Africa",3,"Bombing/Explosion",14,"Private Citizens & Property",6,"Explosives/Bombs/Dynamite",5,4
"11411","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,12,28,95,10,"Middle East & North Africa",1,"Assassination",4,"Military",5,"Firearms",1,0
"11412","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,5,13,95,10,"Middle East & North Africa",3,"Bombing/Explosion",14,"Private Citizens & Property",6,"Explosives/Bombs/Dynamite",4,6
"11413","Islamic State of Iraq and the Levant (ISIL)","Syria",2013,9,2,200,10,"Middle East & North Africa",6,"Hostage Taking (Kidnapping)",12,"NGO",13,"Unknown",1,0
"11414","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,8,9,95,10,"Middle East & North Africa",1,"Assassination",3,"Police",6,"Explosives/Bombs/Dynamite",0,0
"11415","Islamic State of Iraq and the Levant (ISIL)","Syria",2014,7,12,200,10,"Middle East & North Africa",3,"Bombing/Explosion",17,"Terrorists/Non-State Militia",6,"Explosives/Bombs/Dynamite",6,40
"11416","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,8,26,95,10,"Middle East & North Africa",3,"Bombing/Explosion",14,"Private Citizens & Property",6,"Explosives/Bombs/Dynamite",8,31
"11417","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,7,13,95,10,"Middle East & North Africa",3,"Bombing/Explosion",19,"Transportation",6,"Explosives/Bombs/Dynamite",0,0
"11418","Islamic State of Iraq and the Levant (ISIL)","Syria",2014,10,16,200,10,"Middle East & North Africa",9,"Unknown",14,"Private Citizens & Property",13,"Unknown",1,0
"11419","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,7,14,95,10,"Middle East & North Africa",3,"Bombing/Explosion",14,"Private Citizens & Property",6,"Explosives/Bombs/Dynamite",0,0
"11420","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,9,21,95,10,"Middle East & North Africa",3,"Bombing/Explosion",3,"Police",6,"Explosives/Bombs/Dynamite",0,0
"11421","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,7,14,95,10,"Middle East & North Africa",3,"Bombing/Explosion",14,"Private Citizens & Property",6,"Explosives/Bombs/Dynamite",0,0
"11422","Islamic State of Iraq and the Levant (ISIL)","Iraq",2013,12,16,95,10,"Middle East & North Africa",3,"Bombing/Explosion",3,"Police",6,"Explosives/Bombs/Dynamite",0,0
"11423","Islamic State of Iraq and the Levant (ISIL)","Iraq",2013,8,28,95,10,"Middle East & North Africa",3,"Bombing/Explosion",14,"Private Citizens & Property",6,"Explosives/Bombs/Dynamite",2,11
"11424","Islamic State of Iraq and the Levant (ISIL)","Syria",2014,10,18,200,10,"Middle East & North Africa",3,"Bombing/Explosion",14,"Private Citizens & Property",6,"Explosives/Bombs/Dynamite",NA,NA
"11425","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,9,1,95,10,"Middle East & North Africa",3,"Bombing/Explosion",4,"Military",6,"Explosives/Bombs/Dynamite",2,0
"11426","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,6,10,95,10,"Middle East & North Africa",2,"Armed Assault",3,"Police",5,"Firearms",NA,NA
"11427","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,10,11,95,10,"Middle East & North Africa",2,"Armed Assault",3,"Police",5,"Firearms",2,7
"11428","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,9,27,95,10,"Middle East & North Africa",3,"Bombing/Explosion",3,"Police",6,"Explosives/Bombs/Dynamite",0,0
"11429","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,10,22,95,10,"Middle East & North Africa",3,"Bombing/Explosion",14,"Private Citizens & Property",6,"Explosives/Bombs/Dynamite",NA,NA
"11430","Islamic State of Iraq and the Levant (ISIL)","Iraq",2013,6,24,95,10,"Middle East & North Africa",3,"Bombing/Explosion",14,"Private Citizens & Property",6,"Explosives/Bombs/Dynamite",5,16
"11431","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,7,15,95,10,"Middle East & North Africa",3,"Bombing/Explosion",14,"Private Citizens & Property",6,"Explosives/Bombs/Dynamite",8,20
"11432","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,9,12,95,10,"Middle East & North Africa",6,"Hostage Taking (Kidnapping)",3,"Police",5,"Firearms",1,0
"11433","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,1,15,95,10,"Middle East & North Africa",2,"Armed Assault",2,"Government (General)",5,"Firearms",1,0
"11434","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,7,5,95,10,"Middle East & North Africa",6,"Hostage Taking (Kidnapping)",14,"Private Citizens & Property",13,"Unknown",NA,NA
"11435","Islamic State of Iraq and the Levant (ISIL)","Iraq",2013,6,16,95,10,"Middle East & North Africa",3,"Bombing/Explosion",15,"Religious Figures/Institutions",6,"Explosives/Bombs/Dynamite",5,12
"11436","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,9,27,95,10,"Middle East & North Africa",9,"Unknown",4,"Military",13,"Unknown",8,NA
"11437","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,7,24,95,10,"Middle East & North Africa",3,"Bombing/Explosion",14,"Private Citizens & Property",6,"Explosives/Bombs/Dynamite",6,14.5
"11438","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,1,16,95,10,"Middle East & North Africa",3,"Bombing/Explosion",4,"Military",6,"Explosives/Bombs/Dynamite",2,0
"11439","Islamic State of Iraq and the Levant (ISIL)","Iraq",2013,6,24,95,10,"Middle East & North Africa",3,"Bombing/Explosion",14,"Private Citizens & Property",6,"Explosives/Bombs/Dynamite",1,10
"11440","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,9,5,95,10,"Middle East & North Africa",1,"Assassination",3,"Police",13,"Unknown",1,0
"11441","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,6,4,95,10,"Middle East & North Africa",3,"Bombing/Explosion",1,"Business",6,"Explosives/Bombs/Dynamite",8,58
"11442","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,3,8,95,10,"Middle East & North Africa",3,"Bombing/Explosion",3,"Police",6,"Explosives/Bombs/Dynamite",0,0.22
"11443","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,2,3,95,10,"Middle East & North Africa",3,"Bombing/Explosion",14,"Private Citizens & Property",6,"Explosives/Bombs/Dynamite",2,9
"11444","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,1,15,95,10,"Middle East & North Africa",3,"Bombing/Explosion",14,"Private Citizens & Property",6,"Explosives/Bombs/Dynamite",3,9
"11445","Islamic State of Iraq and the Levant (ISIL)","Iraq",2014,7,11,95,10,"Middle East & North Africa",3,"Bombing/Explosion",3,"Police",6,"Explosives/Bombs/Dynamite",0,0
